centroid_mean,bandwidth_mean,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mean,std,min,max,hr_mean,hr_std,rmssd,nn50,pnn50,segment_id,value
-0.9880235200593537,,-2.675695960336239,-2.737585192744722,-2.8958648477871303,-3.0492412623524037,-3.0797527399157043,-3.018283335055816,-2.90490565793345,-2.609681118707915,-2.165292186409093,-1.792224082176086,-1.5308981710214116,-1.2457487048559053,-0.8490960911280084,1.5503160005994479,-0.7888530919221146,1.6602646459705974,1.4088686111785287,,,,,,-1.671035249175406,-0.2691998573461627
-0.9880235200593537,,-0.7433226809559349,-0.7049175412392253,-0.5705729509709285,-0.30344788171926107,0.07914145856917369,0.4925183615992315,0.8738623884207564,1.15329244837614,1.3139955365323337,1.4827138593433127,1.7591371738004413,2.066224311032709,2.183014518158981,1.6023397591278126,-0.7674937501657915,1.6966329021727067,1.4554978403903687,,,,,,-1.5895213345814838,-0.12997720477224423
-0.9880235200593537,,-0.5883486830208678,-0.5404749915682193,-0.37748980141317967,-0.06557857455827643,0.3689236789012002,0.8380741594267562,1.2774721064992347,1.5936443650462333,1.7636702781426141,1.9533208527597148,2.2878045751694036,2.664315386375655,2.801210354446975,1.481024335565262,-0.3797668664117172,1.497121641812538,1.4178269579901595,,,,,,-1.5080074199875615,0.5814828864074801
-0.9880235200593537,,-1.2663423739327382,-1.2533364698318354,-1.1918695238130277,-1.0249639190234783,-0.7309288042001499,-0.37833396090232774,-0.023175924507340306,0.30968263268325763,0.5899995468684258,0.864943220195817,1.2154910722394159,1.61202256335527,1.8696796067244212,1.2242381341990687,-0.2640035380271787,1.2201438419121842,1.1826409958064055,,,,,,-1.4264935053936392,-1.1640841994760902
-0.9880235200593537,,-1.5151459812354668,-1.516500722580319,-1.4979309962026766,-1.3963704939695956,-1.174647623033683,-0.895618225791337,-0.6128070014532275,-0.31782266565171885,-0.03543305194059346,0.2251145054313011,0.511343529287853,0.8295090595209603,1.0727789325876886,0.8706974898150444,-0.03816635349149611,0.8393514065728268,0.8783339646183693,,,,,,-1.344979590799717,1.4399857940571976
-0.9880235200593537,,-2.0096503462718753,-2.036741569843946,-2.093342827322472,-2.1000374289390513,-1.985207436703013,-1.7981191679765915,-1.586662891328251,-1.290972956297818,-0.9394223470950992,-0.6310746718332768,-0.355860583908748,-0.05288762614625961,0.25358596389541843,0.5234376820020776,-0.30477714350857776,0.5702689444136034,0.47607028974008136,,,,,,-1.2634656762057948,-0.30823452119721034
-0.9880235200593537,,-2.269475387564381,-2.314290663093255,-2.425292448202115,-2.5199252212084637,-2.5119864419923763,-2.443767304989526,-2.357120353126177,-2.1421595037364525,-1.8101503817366242,-1.5332501558483314,-1.3470340270158359,-1.1361237118926775,-0.8149211506808791,0.3155559219587126,-0.5047231140976066,0.40338462472225345,0.20914845488692568,,,,,,-1.1819517616118724,-0.2961915498120136
-0.9880235200593537,,-1.1400943045875316,-1.1328644831009065,-1.0963366301275785,-0.9951505075519893,-0.8297983953273156,-0.677621667931162,-0.5931759694864539,-0.5481200535705691,-0.5112805598474842,-0.49931021400906656,-0.5226590030319533,-0.5479818690175134,-0.5227277248545411,0.1693234193034338,-0.6300464496585033,0.2956793506595777,0.036426316915974685,,,,,,-1.1004378470179503,-0.23223269593199436
-0.9880235200593537,,-1.2109403630746138,-1.2057503544774593,-1.174226816239657,-1.0766557179507195,-0.9075049251134812,-0.7425521309779202,-0.637350681704355,-0.5653254726423986,-0.5029084676325081,-0.4707041074582099,-0.4771520161465586,-0.49149480453314065,-0.469082396666054,0.07312075882818331,-0.5384339316489551,0.15888859994754045,-0.06675373761194633,,,,,,-1.018923932424028,-0.305635787160438
-0.9880235200593537,,-0.40321667207938056,-0.3734707143618452,-0.2776843136524953,-0.11308426856447139,0.07755296435202232,0.22151373807869174,0.28475301434465705,0.2717580806364564,0.22671056840056683,0.19669419449747164,0.18813831408668744,0.18168784455478448,0.1579199829924918,-0.08513399286425537,-0.5693284499312801,0.04626534465187811,-0.19612701697262752,,,,,,-0.9374100178301058,-0.29384990230884805
-0.9880235200593537,,0.04095413772987072,0.054376112565495766,0.0862814576258131,0.10467188656537481,0.05900706520807661,-0.07241504447073789,-0.2534730258146529,-0.3886943417519774,-0.4054436903257524,-0.33836725801219975,-0.22216570266268784,-0.05081404396951278,0.1437504835809718,0.25071248518476347,-0.14525256087686617,0.22864048155083522,0.18283381404401178,,,,,,-0.8558961032361835,-0.17546883694308987
-0.9880235200593537,,0.5709096120963953,0.5823315904682145,0.5946895883155153,0.5378006515983891,0.33219989252427046,-0.020780868477375522,-0.44134603219765867,-0.7752819907781271,-0.9095692146773044,-0.9304065006476281,-0.9363822331096994,-0.9108055836643636,-0.797123485365414,-0.8920759699710683,3.1853717737291696,-1.4239665265303716,-0.16148755199822848,,,,,,-0.7743821886422613,-0.4291907298318325
-0.9880235200593537,,0.7518015299615439,0.8204568468038372,1.0148240190706326,1.2656733881779296,1.4213542286346261,1.3660617583111956,1.0643451989002153,0.5388761232613805,-0.028292342986114077,-0.5197926611813455,-0.9892672416084901,-1.4219115690779285,-1.6404379399641622,-1.1572722876939694,2.0711652241261276,-1.4457385352657204,-0.6720388338903399,,,,,,-0.6928682740483391,-0.30340511724870567
-0.9880235200593537,,1.2679584497737564,1.3384663877045102,1.542492467950025,1.822203422406494,2.0411382293353664,2.087931335497026,1.8818761664390065,1.3485431515051007,0.6757841534865608,0.10625738091388584,-0.34797502740944747,-0.7129359696586597,-0.9253274723693589,-0.1444083998304846,-0.2616222080261395,-0.16316364971208716,-0.2774140419613667,,,,,,-0.6113543594544169,5.436290325953119
-0.9880235200593537,,0.2908388283666433,0.3192630542992141,0.41387430585834295,0.5843396759514725,0.7936403181402955,0.951216170102186,0.9341133734963754,0.6397841637067184,0.19421354958896153,-0.1891239425582351,-0.439586114345629,-0.5287909283632061,-0.4758994286000967,0.05687897737195133,0.09327902784652298,0.07336041926341852,0.10544546000101947,,,,,,-0.5298404448604945,-0.36613352066197147
-0.9880235200593537,,-0.1551291069848842,-0.13614951918297857,-0.07113029725426526,0.04957316301515114,0.19659361423362845,0.30254090844670367,0.321194830378898,0.2621903776933669,0.2115861143458001,0.2461005688173841,0.38196450332067966,0.582804732929831,0.7430836127666754,0.2912363410574415,0.05267169746274248,0.17760149240231834,0.22092858686690459,,,,,,-0.4483265302665723,-0.1833418023619498
-0.9880235200593537,,0.42127083061494297,0.4680922820135902,0.5988886107055122,0.7612069488970338,0.846251762643797,0.7796841388784258,0.5658414475793618,0.26976008645623917,0.030072484005282493,-0.08772029933029367,-0.10465808227294196,-0.0352870614068922,0.08630846537987487,-0.7627383067496624,1.963018116352797,-1.131261840246124,-0.31731526570081947,,,,,,-0.3668126156726501,0.24816400821577336
-0.9880235200593537,,-0.01944612854271133,-0.026705674194120326,-0.06355954130926417,-0.17380304339935096,-0.40350310720817084,-0.7586685786493692,-1.1826114347259111,-1.5029256906434152,-1.605114484215074,-1.6148710927979542,-1.6285795090404094,-1.5530584679503694,-1.2651136450354894,-1.6285663594507733,-0.24575747732364353,-1.4711743793996088,-1.6618186418172995,,,,,,-0.28529870107872785,-0.9077090772165096
-0.9880235200593537,,0.5640861510530385,0.6002308002771058,0.6987839791456996,0.8140667949328086,0.8650702757771366,0.8118059463682656,0.661838644862838,0.4323212489861224,0.1985569054769295,0.014235034886756384,-0.13683753043801167,-0.25433948239370846,-0.2904035039806279,-1.6078251673052664,-0.5401156003427062,-1.4493911131125656,-1.769146465669666,,,,,,-0.2037847864848056,0.8502917936059105
-0.9880235200593537,,0.3605055232165811,0.4029312831595799,0.5264334271339594,0.6991800886081838,0.8408891093729877,0.8860614024880165,0.8136217213252575,0.6206327560873927,0.3959820755215117,0.24055262923047355,0.1733752619586729,0.1869840803905849,0.25253735882347406,-1.5177078958691834,-0.7934089243244411,-1.3116549693465005,-1.7347462767138848,,,,,,-0.12227087189088336,-0.30989930185215936
-0.9880235200593537,,0.5305304475682672,0.494649967524559,0.36853602664689,0.1145075549843711,-0.262308751376536,-0.7013398922232876,-1.1484830818007765,-1.4949448262372276,-1.6654882045516284,-1.7646311589534056,-1.856417589749911,-1.81938047352328,-1.5385716766281334,-1.530908384727247,-0.7966351636844866,-1.3147922130210792,-1.7415805296160676,,,,,,-0.04075695729696112,-0.32013470840310015
-0.9880235200593537,,1.204901807308994,1.182527324088278,1.080255462445556,0.8062747026167528,0.3070474326909128,-0.3442826309473503,-1.0286127869907673,-1.550059417912335,-1.7619894567692083,-1.7821310997737447,-1.6966042868032147,-1.40067137164249,-0.8769510669227608,-1.5015499788628228,-0.656549777946811,-1.3117633419714814,-1.6749916558136537,,,,,,0.04075695729696112,-0.2745222855890097
-0.9880235200593537,,-0.03511481686446194,-0.04079716537060294,-0.07591475213468007,-0.19438578682438348,-0.4559872413181206,-0.867403459377345,-1.3421320934546281,-1.6412017784161694,-1.6060293585655343,-1.3653168469796761,-0.9993839800696825,-0.45567888830932957,0.17028182601643255,-1.3732372620079507,-0.5593938832962382,-1.2177711730727327,-1.5296371079448405,,,,,,0.12227087189088336,-0.3055688542944653
-0.9880235200593537,,-0.1817771091665254,-0.1421384029329837,-0.017862343416625237,0.1867120781639262,0.4153926515365867,0.5913333292885348,0.6772184540624953,0.6530798259800613,0.5621750171418348,0.48628274133073146,0.4451716789145419,0.40746475654192166,0.348764815995444,-1.2333105914873823,-0.5505506029560099,-1.0809981826748514,-1.3791367960347132,,,,,,0.2037847864848056,-0.3009062576759318
